comment_message,class
@AlfredoJalifeR_ esta es puerta abierta a tiburones (@ATT @Telcel) para desmembrar de la alicaida @Televisa,4
@_Alekz11 Mandame un DM para ayudarte en lo que necesites. Bonito dia. AM,5
RT @nbaplus: HOLAA!!?? Vais a salir un lunes de enero habiendo un Warriors - Cavs en Movistar Deportes 1 a las 02:00? https://t.co/WM3Enzt,5
that's so me now y estoy s\9Cper feliz z z z z z https:// twitter.com/MathiusCrazy/s tatus/821141120667320320 ,7
"Feliz cumplea\96os 21 a\96os cumpliendo sue\96os, estoy super orgullosa de todo lo que logramos @villalobossebas te amo pic.twitter.com/y1LdNdNwSm",7
@movistar_es no he pedido nada...,3
RT @MrLarcos: Pones Movistar,4
no me siento muy,4
S\9Cper orgullosa y feliz por todo lo que est\87s logrando estoy llorando de felicidad @ElJuanpaZurita #JZRunwayDolceGabbana,7
"@fedevigevani Gracias, por todo, estoy llorando literal me diste like y estoy s\9Cper feliz",7
RT @movistar_motogp: Ah,4
Es mi celular o la aplicacion de Mi Telcel no funciona desde hace un mes.,2
@ATTMx es politica de tu Call Center dejar esperando a los clientes? Tengo nombres de los ejecutivos que fueron https://t.co/7eoMBzWeYc,2
@sker6400 @ATTMx Hola,4
esta jodido,1
Amigos de @ATTMx ya se tardaron con lo de mi portabilidad. :(,3
RT @Pauxhis: Pinche telcel,2
"Estoy s\9Cper feliz !! Hoy ver\8E a una de mis mejores amigas, que no ve\92a desde hace ya 5 meses yay",7
aqui apesta,2
@ald092 DM para tener mas informacion de nuestras promociones de portabilidad.  CG,4
chingadera,1
#600DaysWithSVT el tiempo si que pasa rapido ,7
Estan echando Assen 2002 125 en Movistar Moto GP!!,5
Chicos recordad que estas lineas son las 4 oficiales para acumular para @DanielaBlume.\n\nLa mia es la 4 -> 680789553 https://t.co/A0oyoLHxdp,4
@mangelrogel estoy super feliz ahora mismo,7
Odio telcel ctmc,1
estoy s\9Cper feliz,7
porqueria,1
@chiquirdp @movistar_golf efectivamente. Siempre lo comentamos pero pocos se acordaran en el futuro q lo hizo en par 70. Recordaran el 59.,5
Ah caraaaay que buena bienvenida en este CAC (@ CAC @Telcel in Miguel Hidalgo,6
deseo largarme de aqu�,3
"Holaa mis amigos, estoy SUPER feliz , ya falta poco para iniciar IN MAGAZINE (4 d\92as para ser exactos) y los cuento con emoci\97n. pic.twitter.com/CCfvDiyYBs",7
Telcel Pay,4
"\C1Familia, logramos! \C1 Estoy orgullosa, super emocionada y feliz porque ahora hay la evidencia que https://www. instagram.com/p/BPZq-bLBgx4/",7
no me agrada esto,3
@im_adrian_sv @MiMovistarMX Aguas con @MovistarMx,3
me siento super cansado,2
3 d\92as y veo a Zaka estoy s\9Cper feliz,7
@AyudaMovistarVe espero me digan donde o cuando llegaran los controles me meti en https://t.co/sTi0IHmDC6    y dice https://t.co/NgdmGS2ndr,4
@Michaelronda Mike estoy super feliz de lo que has logrado hermoso videoo gracias por ser tan lindo con nosotras pic.twitter.com/aLoxpp7Em7,7
me encanta,6
@ivanegro1  llamadas y redes sociales sin limite,5
@itz_mendoza a 10 digitos,4
El Gran Canaria no puede con el potente Movistar Inter https://t.co/15OPt7r0GF,4
nadie me pone atencion,2
RT @Telcel: @Guccimamafabi ...nivel nacional https://t.co/Q5H19Y9lBo Quedo a tus ordenes. Te esperamos! CR https://t.co/DV9wcBWSxl,4
Conoce las ventajas fiscales  para empresas de reducida dimension,4
Facturan mal y no me cobran automatico  de verdad no contraten @ATTMx y menos con su distribuidor prep ya me tienen harto!!!,1
RT @PitiHurtado: En 20 min. empieza un MultiLiga Endesa q es el programa del mes,5
Necesito servicio de internet,4
yo estoy s\9Cper feliz co\96o.,7
puta madre,1
@tintero728 Disfruta de la Red en tus manos con #Telcel4GLTE Quedo a tus ordenes. AM,5
Ya quiero ver el cogidon que me van a dar con mi cuenta en telcel,2
RT @ATTMx: Estrena smartphone hasta con 50% de descuento y ademas te regresamos el valor de tu equipo en megas. https://t.co/Et4hdQFhEV,5
chingadera,1
nadie me quiere,2
RT @fotogramas_es: #LaPeste,4
omg afdkakdjasdhjk estoy s\9Cper feliz por nicol\87s,7
bebe hermoso feliz cumple espero y te la pases bien ya 21 a\96os WOW!!! Estoy super orgullosa de ti ya no crezcas por favor #Felices21Sebas pic.twitter.com/xUt5H6rKDq,7
esta jodido,1
@vamp_rook no entiendo por que no hay anuncio oficial,3
Solo 14 Caballeros mas y soy COMPLETAMENTE feliz Estoy s\9Cper agradecida con Dios por todo lo que me esta pasando pic.twitter.com/uAxJrKKaam,7
no me siento muy,4
"COMO SEA, ESTOY SUPER FELIZ .",7
Movistar+ cree que la mayoria de las series que hace Netflix son irrelevantes - https://t.co/rr43xWTv8B - \nMovis https://t.co/dcW5fs0fE0,3
RT @nbaplus: HOLAA!!?? Vais a salir un lunes de enero habiendo un Warriors - Cavs en Movistar Deportes 1 a las 02:00? https://t.co/WM3Enzt,4
"@Vikings_Mama muchas gracias estoy s\9Cper feliz , est\87 siendo un d\92a incre\92ble",7
RT @apadillah: @ATTMxNegocios \n\nAdios @ATTMx @ATT @ATTMxAyuda \n\nSolo esperare venza mi contrato. Es 1 pequena respuesta a @realDonaldTrump,3
estoy en desacuerdo,3
@saidmuti Hola! Ya puedes enviarnos DM,5
RT @ATTMx: Es oficial: Trabajamos para evolucionar a la red 5G y darte mayor velocidad fuera y dentro de tu movil https://t.co/O6eAMKMk2P #,5
@ATTMx ya ves ya no me pelaron que mal ,2
@ismaperep 02 bloqueo o baja de llamadas por parte de Movistar,4
@fer_el Fer,4
"Estoy muuuy feliz , ya falta s\9Cper poquito pic.twitter.com/mD2g1UVWXZ",7
@VirginMobile_cl  tiooo cuando podremos llamar al 007  pucha que hace falta ese servicio ,2
estoy tan feliz por qu\8E se que a las chicas les ir\87 s\9Cper bien,7
No estoy s\9Cper feliz como otros d\92as desde que me instal\8E ac\87 pero estoy en bolas escuchando Pineapple de Seiko Matsuda y eso,7
@pepelopezmont ...activar los Paquetes Amigo Sin Limite https://t.co/yQyMQrr0VW Quedo a tus ordenes. Excelente tar https://t.co/qPBHLTosCr,5
@VillasanaAzor ...kilometros carreteros para el servicio de voz e Internet https://t.co/Q5H19Y9lBo ...,4
@ATTMx Pues ojala sea pronto porque ya casi tengo dos anos con ustedes y nunca he tenido 4G o LTE y eso que es gama alta mi telefono.,2
@AristeguiOnline estoy s\9Cper feliz de escucharte y verte mi valiente CARMEN Aristegui!! Lo comunicar\8E a todooos para que te vean y sigan,7
nos cagamos,1
Me voy a lo de mi amiga unos dias y estoy s\9Cper s\9Cper feliz,7
@JDiezPlus @movistar_golf Por poner un pero decir q no es lo mismo hacer 59 n un campo par 70 q 72. Hay mucha envidia oculta  por mi parte.,3
estoy super agradecida y feliz por tener conmigo las personas que quiero,7
nadie me atiende,2
RT @powerN0E: Aqui otro video del chavo de la Gran Plaza que trabaja en Telcel mamandole el pitote en la playa de los maricones la noche pa,3
RT @yvistecomoes: Hola,4
Unete al Club Los Videos Mas Calientes De Telcel link https://t.co/ciGFYSvkLX https://t.co/bipkz0LyvP,4
"En serio, estoy super feliz . Incluso me iria de fiesta a ligar, pero no me apetece hacer el ridiculo y ademas, fuera no se pierde elo :3",7
PREGUNTA URGENTE SOBRE EL CONCIERTO DEL 12 DE MARZO EN CHILE:\n\nSe supone que ya ocupan todo el Movistar arena y van a liberar algunas mas?,3
Videoresumen Jornada 15 I Movistar Inter  Jumilla https://t.co/iwfGD0TtZ1 via @fsweb2008 https://t.co/hXNTbV4KlW,4
estoy s\9Cper feliz por el d\92a de ma\96ana pero tambi\8En s\9Cper triste y tengo un bajonazo encima ahora mismo...,7
@movistar_es tambien lo intente con el 1002 pero no tenia la misma respuesta,3
"Yo estaba s\9Cper feliz y plet\97rica hace 10min, y ahora estoy metida en Asco de Vida pa consolarme y ver que hay gente peor que yo.",7
Estoy s\9Cper feliz . No puedo con esto !!,7
"@Micaftmarama Hoy est\87n en donde quieren estar, y como quiere estar estoy s\9Cper feliz de lo que lograron y como lo lograron los a\96o",7
Movistar+ cree que la mayoria de las series que hace Netflix son irrelevantes https://t.co/Lw5Azn8LPt https://t.co/RCUILGScWv,4
Wow estoy s\9Cper feliz por ti @ElJuanpaZurita en colombia tercer lugar #JZRunwayDolceGabbana pic.twitter.com/SvxNlvakdJ,7
@SantiRomeroCAI Lo sientoo weex,3
Me estoy clavando una torta de choco\96ate super empalagosa y odio decirlo pero soy feliz,7
"Quiero Desearle Un S\9Cper Feliz Cumple A Una Persona Que Admir\97 Mucho, Estoy S\9Cper Feliz Por Todos Tu Logros, #felizcumple @villalobossebas",7
@antonio2337 proporcionaremos la maxima velocidad en internet para que siempre permanezcas,5
@JorgeBayardoA  y dime de que parte de la Republica te comunicas,4
Asalto de Movistar al universo de los eSports con canal y equipo propio https://t.co/jW7iiYccfH #Tecnologia https://t.co/f2625EuhIR,5
Estoy s\9Cper s\9Cper s\9Cper s\9Cper feliz comi\8Endome mi primer torta de chilaquiles del a\96o!!!,7
@miclaro_cl hola,5
RT @ElPatrondel_Pan: @Juanma_Mussa @AyudaMovistarCL @AyudaMovistarCL @mtt_chile @SERNAC @CNNChile @JusticiayRespe no mas movistar,4
Soy la unica con empresa movistar que de la nada no tengo senal en NINGUN lado?,2
estoy estrenando body y soy super feliz SIENTO EL PODER,7
Movistar Inter supera al Gran Canaria Futbol Sala por 6-2 https://t.co/HQHZve3joj,4
"No puedo m\87s, estoy s\9Cper feliz por ti #JZRunwayDolceGabbana @ElJuanpaZurita",7
RT @ATTMx: Es oficial: Trabajamos para evolucionar a la red 5G y darte mayor velocidad fuera y dentro de tu movil https://t.co/O6eAMKMk2P #,5
Se puede ver el partido de Argelia en movistar o algo?,4
"@mariobautista_ Estoy super feliz porque cada d\92a crecemos juntos, aprendemos juntos, como lo prometimos... Siempre juntos #MeDesveloConMB pic.twitter.com/onAX3mURJw",7
El tecnico de movistar iba a venir a las 9 y media y aqui estamos,2
@smashbroscar @movistar_es a parte,4
"@CIRCO_HORRORES lista para ingresar y no volver a salir , que a mi mi locura no me la quiteis eh , que estoy super feliz estando loca\C1\C1\C1\C1",7
Me han comprado un cactus super bonito y ya estoy feliz <3,7
Telcel y Paypal lanzan su propio sistema de pagos en Mexico https://t.co/PsieLSVRvD via @alt1040,5
DESCANSO I \n#ElPozoZaragoza 0--0\nPartido por ahora sin goles\nPuedes seguir el directo aqui https://t.co/TyKfk67knN,5
RT @dan1t0: Pillan a Telefonica usando subtitulos descargados de Internet para sus series de Movistar+ https://t.co/ApVMU0g41H,3
deseo largarme de aqu�,3
"@ElJuanpaZurita @dolcegabbana ME MUERO BOLUDO, ESTOY S\F2PER FELIZ POR VOS Y TE DESEO TODA LA SUERTE DEL MUNDO!! Dale que la romp\8Es",7
@FrancoNoriegaOF Feliz A\96o a ti Franco Estoy probando tu infuci\97n con vinagre de manzana y el t\8E verde. Es super . Gracias,7
"Felicidades a mejor modelo del mundo , a mi flaco hermoso estoy super feliz de ti  @ElJuanpaZurita",7
Como cuando te baja y piensas aaahhh con razon ayer llore con un comercial de telcel.,3
"Opo-estados de \87nimo: un d\92a me encanta lo que hago y estoy super feliz , y al d\92a siguiente odio las oposiciones y necesito dejarlas.",7
RT @jctous: El anuncio de 100 millones de euros al ano de Movistar+ para hacer frente a Netflix,4
@christiancha @Anahi felicitaciones estoy super feliz y emocionada por el t\92o m\87s bello y por la hermosa mami. Chavos se les extra\96a,7
Por que Movistar+ utiliza subtitulos descargados de Internet? https://t.co/tgvKcEe6pK via @genbeta,4
@Telcel @ServicioTelcel son una porqueria pormetieron dar el doble de saldo de por vida por portabilidad y nada,1
RT @KikeMT: Que pesimo servicio tienen,2
Tengo el novio m\87s lindo del mundo. Estoy s\9Cper feliz xq nos est\87 yendo s\9Cper bien.Y va para todos los q no me quer\92an con \8El Fue peor!J\87,7
Movistar burla las normas europeas de #ProteccionDatos via @pueblodigital https://t.co/uml0QBNOfZ  #AEPD #Geolocalizacion,3
RT @Telcel: Telcel y @ClaromusicaMX traen para ti una batalla musical. Elige tu favorita y dale Like a @CD9 o RT @jesseyjoy  https://t.co/,4
RT @nbaplus: Felicidad absoluta. WARRIORS-CAVALIERS (02:00h en Movistar Deportes 1,7
Ahora me quiero tanto a mi mismo q estoy s\9Cper bien y feliz,7
Movistar sube los precios de Fusion a cambio de mas lineas y datos | Economia | EL PAIS https://t.co/vKiZu1e4pM,3
"@formationmendes FERNANDA ESTOY S\F2PER FELIZ POR TI, MUCH\EASIMAS FELICIDADES",7
#Fonteta Movistar Estudiantes lo hace con Edwin Jackson,4
@yaoecabrera 2 MILLONES DE APU\84ALADAS ESTOY SUPER SUPER FELIZ TE MERECES TODO ESTO MI BB T AMO Y VENI A PARAGUAAAAAY,7
3 minutos esperando q se publique y x el internet malisimo de @ServicioTelcel @Telcel no pude pero para cobrar q t https://t.co/a012WTioQo,1
@rubenvelasco16 Quedo al pendiente de tu respuesta. SA,5
muy encabronada,1
@valen1929 VALEEEEE NO MAMEEEEES SEBASTI\E7N TE S\F2PER AMA M\E7S CLARO NO PUEDE ESTAR NO JUEGUES ESTOY MUY FELIZ POR TIII,7
Estoy super feliz porque voy a dar varios talleres de Comunicaci\97n Audiovisual en los institutos con una amiga y aaaaaaa,7
Ojo al peliculon que hay esta noche en Movistar Estrenos Reina Cristina de @Film_buro https://t.co/jiRanteySa,4
trump,3
@JcBest_ Julio! Telcel 4GLTE es la Red que te permite navegar a maxima velocidad sin costo extra. Esta disponible tanto...,6
RT @movistar_motogp: El secreto de Yamaha esta proximo a desvelarse. Y lo veremos en Movistar MotoGP  https://t.co/j8fUnTuXf7 #ElegimosHace,5
ASI LUCE EL AUTO DE @JoeGibson89 PARA @NASCAR\nQUIEN SERA EL NUEVO PILOTO???\nACASO @Daniel_SuarezG \nESPEREMOS https://t.co/AY0RN4wnyz,4
@vero_gp20  Hola Nadia! Te brindo seguimiento por DM. Cualquier duda que tengas,5
esta encabronado,1
@MauFonseca11 @movistar_cr ah,4
tecnico https://t.co/ivdRV6NVve se necesita personal para instalaciones de movistar c/s experiencia ,4
"Conoc\92 a los jugadores de Rayados, grab\8E y todo, estoy s\9Cper feliz , me sent\92 con suerte.",7
@ATTMx no puedo entrar a internet,3
RT @Letuitero: Me llamaron de Telcel para preguntarme si ya tengo algun plan,3
RT @isaacj: Movistar Plus: 77/mes\nNetflix: 9,5
@ATTMx que paso?? Llevo una semana sin poder usar datos de forma normal y desde el martes me tienen en 3G,2
"Estoy super feliz , le pegue como nunca en mi vida, la ultima fecha para rendir es el 3 y el 4 me voy de vacaciones, el mundo est\87 de mi lado",7
me gustan,5
RT @SpheraSports: #Video | Absolutamente tronchante este sketch de Maldini,3
telcel apesta,2
@Daniiel_RM Que tal,5
Estoy super feliz de haber arreglado yo mismo el bajo de mi subwoofer,7
"Estoy s\9Cper feliz ahorita. No s\8E si ma\96ana me sienta as\92, o la siguiente semana, pero en este momento es lo mejor del mundo",7
aqui apesta,2
XperienciaDigital SVAR7 Telcel esta disponible! https://t.co/GmiZlM9gsr #geek #news,4
"Gigi estoy feliz y s\9Cper enamorada. Aaah que bueno, esos amores de mi vida cada dos meses me sorprenden. Andate al infierno ... pic.twitter.com/RyvmlucwHy",7
@MovistarArg #CHORROS!! Ojo con Movistar Si estas en el extranjero y te llaman se activa Roaming All Inclusive y te cobran en U$S!!!,2
Estoy s\9Cper feliz por @ElJuanpaZurita #JZRunwayDolceGabbana,7
@sergiomoreiras El servicio en el siguiente link https://t.co/u3i57gLCT2 . Si te quedan dudas o consultas por favor indicanos por DM tu LS,4
cada dia estoy mejorando mas en la edicion y estoy super feliz por eso,7
La AEPD permite a Movistar recoger la geolocalizacion de los moviles,5
la puta que te pario,1
@KarenziitaJB y Canada con #TelcelMaxSinLimite https://t.co/mI05zBoU6C Ademas,4
Mientras en los puentes cuelgan sus carteles rosados y celestes,4
RT @BytePodcast: Y como por que tienes que decirle a Facebook cual es mi saldo como condicion para que pueda navegar gratis,5
porqueria,1
Movistar sufrio un engano con el servicio de subtitulado de sus series https://t.co/z7FeUIOKTs,4
@TylerMX ...dispositivo movil https://t.co/PSQ6SV52XA En Telcel te vamos a consentir como en ningun otro lugar...,6
@Telcel dejen de estar chingando con llamadas del muero 55 4944 5214 ya me tienen hasta la madre y su servicio es una mierda,1
"Hace unos a\96os la Paola que odiaba todo y solo sab\92a quejarse estaba super marcada, y estos a\96os se ha ido yendo y estoy SUPER FELIZ .",7
Le marque a Telcel,4
Lo peor con @ATTMx es que mejore mi plan y ahora pago mas y el servicio es una pena ,1
@fpoblete Fernanda,4
Cuando cuentas que Movistar te devolvio casi S/.500 luego de que Osiptel los obligara te dicen SUERTUDA. No papi: quejonaza.,5
@ServicioTelcel @Telcel @TELCELSOLUCION ustedes mandan estos mensajes!? @quejascofetel @COFETEL_MX como confiar que no es estafa,2
RT @alfredrumsif: @Telcel te odio,1
@Dianabrs  Recuerda que en Telcel las puertas estan abiertas para ti,5
En serio estoy super feliz por ver a yoongi de vuelta jo,7
@paurubio estoy super feliz porque finalmente tengo mi revista @vanidadesmx Gracias @lylahale love u corazon pic.twitter.com/CnOpOME1CD,7
@angel21m3 Miguel! Somos tu mejor opcion,5
"@cinluvscats @wolfiepalvin lloran2 esto no puede ser m\87s goals lo juro, estoy super feliz por ti cari\96o",7
RT @Telcel: RT Disfruta del @PumasMX Vs @Cruz_Azul_FC con #TelcelLaMejorRed! Suscribete al newsletter en https://t.co/O0Y5KfQQ15 y revisa,5
@minutounocom Alguien sabe cuanto sta el pack de internet de movistar por semana?,4
@Moto_MEX Tengo Una Duda Cuando Saldra La Actualizacion A Android Nougat En El Moto Z Play Para Mexico @ATTMx @ATTMxAyuda ?,5
@eduorvi  No te quedes sin comunicacion! Aprovecha este momento para darle una oportunidad a tu  para navegar a la maxima velocidad y,5
@TiniStoessel estoy feliz y super orgullosa de todo lo que llegas a lograr. Te superas cada dia y no hay nada ni nadie que te pueda parar,7
mexico y colombia son paises amigos,5
Y por si fuese poco estoy super feliz nose k me pasaa peroooo me pasa,7
Espero que @movistar_motogp no cuente con Alex Criville nunca mas,3
"@ricperrod Si, es eso xD yo estoy super feliz con todo y alguien empieza de quedoso y ya empiezo con los pensamientos introspectivos :/",7
RT @armindakanku: Entre Netflix,4
RT @Telcel: Listo para ganar? Ya sabes lo que tienes que hacer para disfrutar del partido @PumasMX Vs @Cruz_Azul_FC con #TelcelLaMejorRed,4
